Sample,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8
8285,-246418,-826178,8388607,6007956,-994393,-6639716,461798,809289
8286,-246343,-824936,8388607,6008094,-994491,-6640250,461856,809756
8287,-246191,-823756,8388607,6008100,-994622,-6640644,461787,809828
8288,-246162,-822656,8388607,6008122,-994687,-6641023,461759,809826
8289,-246214,-821552,8388607,6008208,-994588,-6642164,462038,810208
8290,-246349,-820428,8388607,6008348,-994541,-6643496,462433,810728
8291,-246465,-819391,8388607,6008489,-994576,-6644473,462546,810849
8292,-246464,-818396,8388607,6008480,-994755,-6644689,462092,810234
8293,-246422,-817404,8388607,6008340,-995115,-6644135,461298,809113
8294,-246437,-816467,8388607,6008203,-995511,-6643647,460566,808101
8295,-246416,-815574,8388607,6008298,-995293,-6644652,460275,807759
8296,-246384,-814681,8388607,6008391,-995266,-6646137,460258,807839
8297,-246446,-813751,8388607,6008461,-995994,-6646505,460016,807653
8298,-246631,-812830,8388607,6008409,-996564,-6646516,459686,807437
8299,-246959,-811914,8388607,6008381,-996875,-6646501,459395,807527
8300,-247177,-810957,8388607,6008391,-996995,-6647102,459451,808246
8301,-247407,-810033,8388607,6008470,-997064,-6647657,459646,808836
8302,-247688,-809174,8388607,6008751,-996990,-6649033,460201,809703
8303,-247908,-808327,8388607,6008993,-997248,-6650575,460723,810378
8304,-248059,-807427,8388607,6008903,-997782,-6650379,460659,809984
8305,-248171,-806549,8388607,6008741,-998041,-6650061,460329,809473
8306,-248119,-805632,8388607,6009051,-998129,-6651934,460134,809656
8307,-248092,-804720,8388607,6009495,-998462,-6654127,460113,810058
8308,-248113,-803907,8388607,6009601,-998713,-6655506,460456,810537
8309,-248160,-803176,8388607,6009409,-998893,-6656447,460757,810698
8310,-248137,-802447,8388607,6009156,-998952,-6657440,460988,810736
8311,-248105,-801651,8388607,6009004,-999062,-6657924,461306,810961
8312,-248126,-800810,8388607,6009024,-999392,-6657130,461044,810505
8313,-248399,-800062,8388607,6008876,-999612,-6656161,460331,809529
8314,-248876,-799477,8388607,6008478,-999904,-6654867,459594,808498
8315,-249234,-798804,8388607,6008089,-999915,-6653694,459374,808071
8316,-249742,-798167,8388607,6007680,-999753,-6652106,459327,807825
8317,-250319,-797652,8388607,6007303,-999335,-6650937,459077,807429
8318,-250967,-797221,8388607,6007079,-998936,-6650737,458980,807348
8319,-251741,-796802,8388607,6006746,-998991,-6649598,458503,806844
8320,-252504,-796442,8388607,6006296,-999054,-6647921,457723,805958
8321,-253051,-796114,8388607,6006069,-998654,-6648175,457539,806110
8322,-253392,-795771,8388607,6006123,-998240,-6650631,458155,807518
8323,-253550,-795357,8388607,6006241,-998142,-6653564,458964,809014
8324,-253665,-794884,8388607,6006414,-998429,-6655621,459280,809610
8325,-253891,-794455,8388607,6006371,-998827,-6655939,458969,809039
8326,-254280,-794236,8388607,6006041,-998964,-6655640,458506,808266
8327,-254757,-794120,8388607,6005745,-998745,-6655979,458331,807873
8328,-255221,-794007,8388607,6005579,-998392,-6656891,458529,807833
8329,-255566,-793858,8388607,6005379,-998154,-6657765,458878,807723
8330,-256054,-793752,8388607,6005150,-998089,-6658699,459334,807919
8331,-256682,-793711,8388607,6004840,-998249,-6659031,459595,808130
8332,-257557,-793764,8388607,6004488,-998447,-6658487,459536,808241
8333,-258459,-793836,8388607,6004126,-998495,-6657769,459261,808233
8334,-259122,-793899,8388607,6003829,-998496,-6657746,458703,808016
8335,-259886,-794067,8388607,6003649,-998589,-6657662,458010,807713
8336,-260776,-794819,8388607,6003507,-998565,-6657627,457727,807629
8337,-261512,-795777,8388607,6003314,-998525,-6658164,457996,807843
8338,-262218,-796127,8388607,6002986,-998628,-6658450,458423,808055
8339,-262927,-796369,8388607,6002614,-998628,-6657927,458519,807828
8340,-263537,-796564,8388607,6002278,-998416,-6657611,458553,807646
8341,-264083,-796762,8388607,6001969,-998175,-6658344,458278,807691
8342,-264684,-796967,8388607,6001925,-997787,-6660452,458140,808091
8343,-265348,-797126,8388607,6002077,-997778,-6662227,458059,808330
8344,-265749,-797119,8388607,6002128,-998016,-6663387,458147,808435
8345,-266048,-797037,8388607,6001958,-998413,-6663762,458246,808092
8346,-266407,-796971,8388607,6001675,-998477,-6664004,458618,807729
8347,-266836,-796896,8388607,6001406,-998409,-6664103,459036,807757
8348,-267477,-796916,8388607,6001235,-998387,-6664107,458921,807773
8349,-268325,-796832,8388607,6001099,-998482,-6664664,458798,808099
8350,-269042,-796581,8388607,6000879,-998728,-6664662,458461,808312
8351,-269556,-796204,8388607,6000669,-998901,-6664481,457918,808394
8352,-270155,-795804,8388607,6000541,-999050,-6664420,457385,808541
8353,-270747,-795317,8388607,6000486,-999247,-6664296,456927,808478
8354,-271174,-794721,8388607,6000449,-999291,-6664232,456813,808281
8355,-271538,-794018,8388607,6000399,-999316,-6664219,457003,808364
8356,-271785,-793277,8388607,6000199,-999399,-6663739,457193,808223
8357,-271971,-792477,8388607,6000013,-999304,-6663283,457190,807962
8358,-272107,-791513,8388607,5999948,-999192,-6663412,457095,807659
8359,-272166,-790379,8388607,6000094,-999103,-6664054,456864,807315
8360,-272012,-789129,8388607,6000356,-999248,-6665286,456669,807085
8361,-271818,-787826,8388607,6000374,-999479,-6665966,456784,806898
8362,-271584,-786489,8388607,6000226,-999612,-6666179,456860,806749
8363,-271252,-785029,8388607,6000090,-999750,-6666378,456696,806754
8364,-270931,-783509,8388607,6000090,-999986,-6666262,456346,806691
8365,-270773,-781991,8388607,6000263,-1000172,-6666038,456000,806596
8366,-270748,-780374,8388607,6000515,-1000296,-6666457,455746,806745
8367,-270700,-778675,8388607,6000736,-1000418,-6667111,455809,807211
8368,-270574,-776945,8388607,6000764,-1000562,-6667008,456008,807669
8369,-270524,-775308,8388607,6000703,-1000630,-6666301,455896,807669
8370,-270444,-773702,8388607,6000947,-1000534,-6666219,455508,807260
8371,-270309,-772027,8388607,6001208,-1000476,-6666983,455224,807016
8372,-270260,-770326,8388607,6001319,-1000676,-6667497,455106,806890
8373,-270199,-768626,8388607,6001398,-1000922,-6667669,455074,806609
8374,-270017,-766929,8388607,6001518,-1001019,-6667495,454943,806185
8375,-269544,-765132,8388607,6001638,-1001128,-6667244,454625,805730
8376,-269016,-763303,8388607,6001837,-1001149,-6667492,454316,805441
8377,-268504,-761536,8388607,6002158,-1001177,-6668429,454109,805259
8378,-267868,-759686,8388607,6002500,-1001399,-6669361,453958,804870
8379,-267247,-757834,8388607,6002688,-1001634,-6669992,453974,804628
8380,-266829,-756062,8388607,6002829,-1001847,-6670521,454164,804734
8381,-270444,-773702,8388607,6000947,-1000534,-6666219,455508,807260
8382,-270309,-772027,8388607,6001208,-1000476,-6666983,455224,807016
8383,-270260,-770326,8388607,6001319,-1000676,-6667497,455106,806890
8384,-270199,-768626,8388607,6001398,-1000922,-6667669,455074,806609
8385,-270017,-766929,8388607,6001518,-1001019,-6667495,454943,806185
8386,-269544,-765132,8388607,6001638,-1001128,-6667244,454625,805730
8387,-269016,-763303,8388607,6001837,-1001149,-6667492,454316,805441
8388,-268504,-761536,8388607,6002158,-1001177,-6668429,454109,805259
8389,-267868,-759686,8388607,6002500,-1001399,-6669361,453958,804870
8390,-267247,-757834,8388607,6002688,-1001634,-6669992,453974,804628
8391,-266829,-756062,8388607,6002829,-1001847,-6670521,454164,804734
8392,-266526,-754294,8388607,6003010,-1002071,-6670774,454294,804787
8393,-266341,-752561,8388607,6003172,-1002148,-6671184,454356,805046
8394,-266226,-750839,8388607,6003386,-1002311,-6671955,454204,805471
8395,-266034,-748994,8388607,6003696,-1002642,-6672962,453783,805698
8396,-265821,-747204,8388607,6004099,-1002943,-6674325,453371,805898
8397,-265744,-745501,8388607,6004414,-1003301,-6674819,453138,805983
8398,-265531,-743820,8388607,6004561,-1003517,-6675025,453151,805928
8399,-265280,-742157,8388607,6004596,-1003647,-6675252,453320,805871
8400,-265086,-740522,8388607,6004698,-1003765,-6675157,453413,805616
8401,-264920,-738908,8388607,6004759,-1003880,-6674557,453288,805074
8402,-264789,-737476,8388607,6004734,-1003897,-6674376,453000,804645
8403,-264597,-736139,8388607,6004813,-1003867,-6675077,452714,804481
8404,-264237,-734641,8388607,6005051,-1004104,-6675271,452293,803939
8405,-263892,-733171,8388607,6005157,-1004277,-6675134,451710,803199
8406,-263596,-731817,8388607,6005168,-1004240,-6675688,451288,802541
8407,-263431,-730548,8388607,6005028,-1004302,-6675758,450894,801698
8408,-263427,-729317,8388607,6004878,-1004346,-6675149,450732,801104
8409,-263495,-728224,8388607,6004736,-1004241,-6674627,450724,801022
8410,-263674,-727234,8388607,6004699,-1004139,-6674669,450863,801447
8411,-263910,-726330,8388607,6004701,-1004094,-6675041,450969,801974
8412,-264161,-725436,8388607,6004706,-1003996,-6675836,451106,802659
8413,-264380,-724575,8388607,6004756,-1003849,-6677099,451562,803738
8414,-264436,-723706,8388607,6004846,-1003848,-6678172,451923,804515
8415,-264404,-722854,8388607,6004911,-1003812,-6679146,452106,804870
8416,-264402,-722095,8388607,6004896,-1003993,-6679381,451959,804580
8417,-264517,-721449,8388607,6004774,-1004151,-6679279,451719,804219
8418,-264679,-720859,8388607,6004669,-1004167,-6679444,451618,804074
8419,-264808,-720326,8388607,6004629,-1004187,-6680001,451600,804019
8420,-264914,-719827,8388607,6004609,-1004179,-6680899,451653,804008
8421,-265025,-719366,8388607,6004528,-1004239,-6681630,451658,803836
8422,-265152,-718986,8388607,6004426,-1004287,-6682260,451604,803565
8423,-265235,-718689,8388607,6004291,-1004244,-6683182,451593,803218
8424,-265481,-718455,8388607,6004100,-1004425,-6683486,451424,802694
8425,-265966,-718249,8388607,6003878,-1004671,-6683059,451134,802187
8426,-266600,-718181,8388607,6003614,-1004702,-6682837,450988,802059
8427,-267309,-718173,8388607,6003364,-1004651,-6683097,451113,802450
8428,-268036,-718179,8388607,6003146,-1004588,-6683392,451285,802911
8429,-268793,-718186,8388607,6002908,-1004637,-6683396,451322,803132
8430,-269445,-718149,8388607,6002663,-1004634,-6683422,451306,803314
8431,-269971,-718031,8388607,6002464,-1004467,-6683819,451338,803523
8432,-270437,-717930,8388607,6002169,-1004568,-6683590,451098,803198
8433,-270884,-717806,8388607,6001838,-1004768,-6682700,450607,802488
8434,-271367,-717685,8388607,6001608,-1004602,-6682925,450556,802516
8435,-271747,-717526,8388607,6001504,-1004449,-6684176,450881,803063
8436,-272017,-717300,8388607,6001344,-1004501,-6684789,450922,803064
8437,-272229,-717078,8388607,6001153,-1004432,-6684830,450711,802637
8438,-272477,-716901,8388607,6000894,-1004284,-6684838,450624,802281
8439,-272627,-716692,8388607,6000675,-1004079,-6685108,450657,802019
8440,-272697,-716411,8388607,6000433,-1003917,-6685287,450677,801854
8441,-272915,-716114,8388607,6000064,-1003884,-6684963,450490,801687
8442,-273274,-715824,8388607,5999815,-1003818,-6684525,450113,801413
8443,-273696,-715490,8388607,5999860,-1003285,-6685927,450373,802004
8444,-274092,-715141,8388607,6000128,-1002629,-6689147,451306,803649
8445,-274402,-714703,8388607,6000344,-1002240,-6692126,452268,805229
8446,-274760,-714218,8388607,6000313,-1002433,-6693286,452618,805823
8447,-275338,-713723,8388607,6000195,-1002836,-6693266,452436,805669
8448,-275914,-713274,8388607,6000068,-1002985,-6693287,452306,805348
8449,-276459,-712860,8388607,6000021,-1002931,-6694077,452444,805341
8450,-276907,-712379,8388607,5999894,-1002871,-6694602,452319,805109
8451,-277187,-711806,8388607,5999664,-1002859,-6694126,452059,804553
8452,-277312,-711108,8388607,5999532,-1002863,-6693584,451856,804313
8453,-277238,-710240,8388607,5999419,-1002882,-6693152,451406,803911
8454,-277211,-709401,8388607,5999423,-1002862,-6692956,450767,803143
8455,-277352,-708625,8388607,5999354,-1002814,-6692885,450347,802397
8456,-277377,-707800,8388607,5999137,-1002549,-6693331,450385,802029
8457,-277301,-706860,8388607,5999081,-1002030,-6694714,450705,802154
8458,-277300,-705891,8388607,5999009,-1001671,-6695346,450941,802313
8459,-277511,-705037,8388607,5998702,-1001593,-6695374,451119,802634
8460,-277792,-704211,8388607,5998464,-1002234,-6695974,451346,803361
8461,-278118,-703269,8388607,5998609,-1003006,-6696547,451319,803881
8462,-278432,-702190,8388607,5998673,-1003753,-6696458,450911,803893
8463,-278732,-701026,8388607,5998515,-1004299,-6695632,450277,803607
8464,-278714,-699729,8388607,5998663,-1004597,-6695963,449979,803699
8465,-278470,-698222,8388607,5999064,-1004919,-6696799,449869,803676
8466,-278214,-696681,8388607,5999314,-1005051,-6696967,449860,803570
8467,-277991,-695208,8388607,5999498,-1005016,-6698034,450362,804029
8468,-277596,-693604,8388607,5999662,-1005202,-6699334,451069,804782
8469,-277300,-705891,8388607,5999009,-1001671,-6695346,450941,802313
8470,-277511,-705037,8388607,5998702,-1001593,-6695374,451119,802634
8471,-277792,-704211,8388607,5998464,-1002234,-6695974,451346,803361
8472,-278118,-703269,8388607,5998609,-1003006,-6696547,451319,803881
8473,-278432,-702190,8388607,5998673,-1003753,-6696458,450911,803893
8474,-278732,-701026,8388607,5998515,-1004299,-6695632,450277,803607
8475,-278714,-699729,8388607,5998663,-1004597,-6695963,449979,803699
8476,-278470,-698222,8388607,5999064,-1004919,-6696799,449869,803676
8477,-278214,-696681,8388607,5999314,-1005051,-6696967,449860,803570
8478,-277991,-695208,8388607,5999498,-1005016,-6698034,450362,804029
8479,-277596,-693604,8388607,5999662,-1005202,-6699334,451069,804782
8480,-277039,-691866,8388607,5999755,-1005442,-6699868,451582,805039
8481,-276527,-690056,8388607,5999658,-1005507,-6698854,451706,804589
8482,-276044,-688237,8388607,5999403,-1005355,-6697146,451432,803802
8483,-275666,-686503,8388607,5999241,-1005176,-6696220,451006,803136
8484,-275249,-684663,8388607,5999231,-1005171,-6695994,450599,802623
8485,-274755,-682777,8388607,5999390,-1005344,-6696291,450232,802252
8486,-274384,-680917,8388607,5999491,-1005561,-6696453,449911,802065
8487,-274230,-679127,8388607,5999562,-1005752,-6696376,449665,801944
8488,-274216,-677324,8388607,5999609,-1005853,-6696334,449476,801990
8489,-274189,-675549,8388607,5999686,-1005859,-6696568,449381,802218
8490,-274057,-673794,8388607,5999909,-1005956,-6697179,449361,802514
8491,-273891,-672001,8388607,6000205,-1006191,-6697701,449245,802726
8492,-273569,-670163,8388607,6000501,-1006415,-6698196,449022,802699
8493,-273279,-668421,8388607,6000739,-1006669,-6698855,448789,802561
8494,-272990,-666680,8388607,6000888,-1006974,-6699103,448658,802359
8495,-272713,-664971,8388607,6001038,-1007174,-6699137,448442,802088
8496,-272468,-663339,8388607,6001229,-1007294,-6699538,448316,802014
8497,-272170,-661721,8388607,6001317,-1007454,-6699612,448259,801823
8498,-271743,-660032,8388607,6001348,-1007597,-6699457,448014,801326
8499,-271285,-658382,8388607,6001414,-1007747,-6699686,447636,800824
8500,-270846,-656727,8388607,6001536,-1008028,-6699582,447106,800111
8501,-270381,-655027,8388607,6001671,-1008239,-6699486,446675,799367
8502,-269894,-653277,8388607,6001772,-1008367,-6699576,446735,799270
8503,-269457,-651474,8388607,6001893,-1008453,-6700201,446990,799645
8504,-269164,-649691,8388607,6002024,-1008577,-6700689,447152,800057
8505,-268975,-647924,8388607,6002208,-1008690,-6701155,447263,800558
8506,-268822,-646188,8388607,6002404,-1008785,-6701866,447305,801100
8507,-268754,-644507,8388607,6002586,-1008912,-6702642,447382,801682
8508,-268678,-642812,8388607,6002804,-1009067,-6703555,447538,802242
8509,-268401,-641095,8388607,6002934,-1009304,-6703954,447575,802343
8510,-268078,-639356,8388607,6003012,-1009562,-6703942,447423,802093
8511,-267675,-637642,8388607,6003121,-1009756,-6703754,447139,801646
8512,-267275,-635907,8388607,6003174,-1009956,-6703230,446642,801002
8513,-266922,-634204,8388607,6003298,-1009977,-6703249,446087,800447
8514,-266483,-632524,8388607,6003474,-1009704,-6704647,446139,800553
8515,-265905,-630914,8388607,6003674,-1009577,-6706639,446562,800939
8516,-265341,-629367,8388607,6003716,-1009767,-6707359,446601,800732
8517,-264909,-627931,8388607,6003667,-1009881,-6707120,446246,799832
8518,-264635,-626613,8388607,6003633,-1009682,-6707130,445918,799157
8519,-264436,-625364,8388607,6003704,-1009443,-6707980,446063,799344
8520,-264256,-624120,8388607,6003778,-1009434,-6708766,446250,799721
8521,-264274,-622977,8388607,6003801,-1009659,-6708912,446211,800041
8522,-267675,-637642,8388607,6003121,-1009756,-6703754,447139,801646
8523,-267275,-635907,8388607,6003174,-1009956,-6703230,446642,801002
8524,-266922,-634204,8388607,6003298,-1009977,-6703249,446087,800447
8525,-266483,-632524,8388607,6003474,-1009704,-6704647,446139,800553
8526,-265905,-630914,8388607,6003674,-1009577,-6706639,446562,800939
8527,-265341,-629367,8388607,6003716,-1009767,-6707359,446601,800732
8528,-264909,-627931,8388607,6003667,-1009881,-6707120,446246,799832
8529,-264635,-626613,8388607,6003633,-1009682,-6707130,445918,799157
8530,-264436,-625364,8388607,6003704,-1009443,-6707980,446063,799344
8531,-264256,-624120,8388607,6003778,-1009434,-6708766,446250,799721
8532,-264274,-622977,8388607,6003801,-1009659,-6708912,446211,800041
8533,-264351,-621896,8388607,6003836,-1009894,-6708999,446149,800424
8534,-264436,-620821,8388607,6003858,-1009940,-6709421,446262,800888
8535,-264542,-619796,8388607,6003891,-1009979,-6709794,446501,801367
8536,-264574,-618827,8388607,6003841,-1010071,-6709857,446603,801581
